Name,ConflictStatus,Story Count,Description,Notes,Publishable,InternalNotes,Stories,Ethics Doc Lines,Eric,Melania,Junior,Trump,Ivanka,Jared,Conflicting Entities,Internal Review,Draft Description
Trump Tower Moscow,,19,,,,,"https://www.cnn.com/2018/11/29/politics/michael-cohen-guilty-plea-misleading-congress/index.html,https://www.washingtonpost.com/politics/we-will-be-in-moscow-the-story-of-trumps-30-year-quest-to-expand-his-brand-to-russia/2018/11/29/91f9f100-f3f4-11e8-aeea-b85fd44449f5_story.html?noredirect=on&utm_term=.72867fe51cbb,https://amp.cnn.com/cnn/2018/11/29/politics/donald-trump-jr-cohen-trump-organization/index.html,https://www.buzzfeednews.com/article/anthonycormier/the-trump-organization-planned-to-give-vladimir-putin-the,https://www.buzzfeednews.com/article/anthonycormier/trump-moscow-micheal-cohen-felix-sater-campaign,https://www.buzzfeednews.com/article/emmaloop/house-intelligence-committee-will-investigate-trump?ref=bfnsplash&utm_term=4ldqpho,https://www.nytimes.com/2018/11/29/us/politics/trump-cohen-russia-sanctions.html,https://www.washingtonpost.com/politics/2018/12/03/president-trumps-misleading-statements-trump-tower-moscow-timeline/?utm_term=.75658c095727,https://www.washingtonpost.com/politics/cohens-guilty-plea-suggests-russia-has-leverage-over-trump-top-democrat-says/2018/12/02/ac2f5e92-f65c-11e8-8d64-4e79db33382f_story.html?utm_term=.6085487cb85b,https://www.npr.org/2018/11/29/671996681/a-timeline-of-the-potential-trump-tower-project-in-moscow,https://www.npr.org/2018/11/29/671864979/trump-moscow-real-estate-talks-continued-into-presidential-run-documents-show,https://www.nbcnews.com/politics/first-read/trump-s-russia-dealings-represented-enormous-conflict-interest-2016-n942101,https://amp.cnn.com/cnn/2018/12/16/politics/rudy-giuliani-trump-tower/index.html,https://amp.cnn.com/cnn/2018/12/19/politics/rudy-giuliani-moscow-trump-tower/index.html,https://www.businessinsider.com/how-many-trump-towers-are-there-2019-1,https://www.cnn.com/politics/live-news/michael-cohen-testimony/index.html,https://www.wnycstudios.org/story/trump-inc-what-learned-from-michael-cohen,https://www.buzzfeednews.com/article/emmaloop/in-new-documents-cohen-says-trump-instructed-him-to-lie,https://www.wnycstudios.org/story/trump-inc-trump-moscow-tower-problem",,,,,checked,,,,,
Saudi Arabia,Unclear,6,,,,,"https://www.washingtonpost.com/politics/saudi-funded-lobbyist-paid-for-500-rooms-at-trumps-hotel-after-2016-election/2018/12/05/29603a64-f417-11e8-bc79-68604ed88993_story.html?utm_term=.e00756a48e24,https://www.nytimes.com/2018/12/08/world/middleeast/saudi-mbs-jared-kushner.html,https://amp.businessinsider.com/jared-kushner-covers-for-saudi-crown-prince-on-khashoggi-killing-2018-12,https://www.cnn.com/2019/01/23/politics/house-foreign-affairs-committee-investigation-trump-business/index.html,https://www.cnn.com/2019/02/19/politics/house-oversight-michael-flynn-investigations/index.html,https://www.cnn.com/2019/04/06/politics/saudi-us-citizens-arrests-trump/",,,,,checked,,,,,
American Media Inc.,,3,,,,,"https://www.bloomberg.com/news/articles/2018-12-12/trump-s-ex-lawyer-michael-cohen-sentenced-to-3-years?cmpid=BBD121218_BIZ&utm_medium=email&utm_source=newsletter&utm_term=181212&utm_campaign=bloombergdaily,https://www.cnn.com/2018/12/12/media/american-media-inc-southern-district-new-york/index.html,https://www.nbcnews.com/politics/justice-department/trump-was-room-during-hush-money-discussions-nbc-news-confirms-n947536?cid=sm_npd_nn_tw_ma",,,,,checked,,,,,
Trump Inaugural Committee,,13,,,,,"https://www.cnn.com/2018/12/13/politics/trump-inauguration-spending-investigation/index.html,https://www.washingtonpost.com/politics/mounting-legal-threats-surround-trump-as-nearly-every-organization-he-has-led-is-under-investigation/2018/12/15/4cfb4482-ffbb-11e8-862a-b6a6f3ce8199_story.html?utm_term=.c506a16783ad,https://www.wsj.com/articles/trump-inauguration-spending-under-criminal-investigation-by-federal-prosecutors-11544736455,https://www.cnn.com/2019/02/04/politics/sdny-subpoena-trump-inauguration-committee/index.html,https://www.cnn.com/2019/02/05/politics/new-york-federal-prosecutors-trump-organization-executives/index.html,https://www.propublica.org/article/trump-inc-new-evidence-emerges-of-possible-wrongdoing-by-trump-inaugural-committee,https://www.wnycstudios.org/story/trump-inc-inauguration-chief-tom-barracks-rules-success,https://www.propublica.org/article/trump-inc-podcast-trump-inauguration-chief-tom-barrack-rules-for-success,https://www.nbcnews.com/news/amp/ncna977431,https://www.motherjones.com/politics/2018/08/samuel-patten-paul-manafort-foreign-lobbying/,https://www.nbcnews.com/politics/donald-trump/donors-trump-inaugural-committee-got-ambassador-nominations-are-they-qualified-n990116,https://www.palmbeachpost.com/news/20190412/undisclosed-cash-flowed-at-trump-inaugural-ball-with-ties-to-china-embattled-saipan-casino,https://www.nytimes.com/2019/04/03/us/politics/house-intelligence-trump-inaugural.html?smid=nytcore-ios-share",,,,,checked,,,,,
Celebrity Apprentice,,1,,,,,https://www.ajc.com/news/national/judge-lets-people-suing-trump-keep-their-names-off-lawsuit/3xn0rpLSjF0llnEIiwIo6I/,,,,,checked,,,,,
National Park Services,,3,,,,,"https://www.apnews.com/a92b044703354064a34217492c5a0923,https://www.npr.org/2019/01/10/683638056/shutdown-shutters-many-d-c-tourist-attractions-but-not-the-one-in-trumps-hotel,https://www.washingtonpost.com/politics/shutdown-spares-federal-park-rangers-at-site-in-trump-hotel/2019/01/04/c72a618c-1075-11e9-8f0c-6f878a26288a_story.html?utm_term=.5e79e0768dbb",,,,,checked,,,,,
Trump Tower,,0,,,,,,"523,525,524,526",,,,,,,,,
DJT Operations,,0,,,,,,,,,,,,,,,
Quadro Partners,,0,,,,,,"1486,1485,1114,1115,775,774",,,,,,,,,
The AT&T Building,Active,1,,,Approved,,https://www.chicagobusiness.com/commercial-real-estate/kushner-selling-loop-office-tower,"957,Unnamed record,958,Unnamed record,959,Unnamed record,967,965,1247,1244,1250,Unnamed record,1251,Unnamed record,1252,Unnamed record,1391,Unnamed record,1392,Unnamed record,1393,Unnamed record,1394,1396,1395,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record,Unnamed record",,,,,,checked,,,
Paul Manafort,Active,2,,,Approved,,"https://www.washingtonpost.com/politics/michael-cohen-sought-trump-pardon-attorney-says/2019/03/07/e59c84e2-40ef-11e9-85ad-779ef05fd9d8_story.html?utm_term=.16262dae39c6,https://www.motherjones.com/politics/2018/08/samuel-patten-paul-manafort-foreign-lobbying/",,,,,checked,,,,,
Michael Flynn,Active,1,,,Approved,,https://www.washingtonpost.com/politics/michael-cohen-sought-trump-pardon-attorney-says/2019/03/07/e59c84e2-40ef-11e9-85ad-779ef05fd9d8_story.html?utm_term=.16262dae39c6,,,,,checked,,,,,
Trump Victory,Active,3,,,To Discuss,"Hi @Lynn Walsh  I created this record today b/c it showed up in one of the newscomber stories and is likely to come up more and more as the campaign gets underway. Can you please review and, if you think it's good to go, move the draft into the Description field and mark ""publishable"" as approved? I am setting the conflict status as ""active"" but LMK if you disagree with that. And one more question: Do you think we should create a conflict record for the RNC and just tag both it and Trump Victory together in any stories related to either? Thank you! 

SOURCES: https://www.politico.com/story/2018/12/18/trump-machine-swallows-rnc-1067875
https://www.cnn.com/2018/12/18/politics/trump-2020-campaign-rnc/index.html","https://www.apnews.com/20a8a9abe5ba4efabb14b6b87d628cb7,https://www.motherjones.com/politics/2019/03/head-of-asian-gop-group-says-he-wouldnt-rule-out-illegal-foreign-donations-to-trump/,https://www.thisisinsider.com/jho-low-1mdb-trump-donation-justice-department-investigation-2019-3",,,,,checked,,,,requires review,"""Trump Victory,"" Pres. Trump's re-election committee, is in the news for concerns that it accepted contributions from foreign nationals. Only American citizens and green card holders are allowed to contribute to political campaigns. The committee is uniquely tied to the Republican National Committee: Rather than operate independently but in coordination with the RNC's election efforts, as is traditional, the president's campaign and national party share resources for a unified strategy. The formal relationship and deep tie likely would present a challenge to any would-be Republican challenger. "
Cindy Yang,Unclear,2,,,To Discuss,"@Lynn Walsh  Here's another new one. I set this conflict status to ""unclear"" because she's not been charged with wrongdoing — she's just suspected of it. Does that sound right to you? ","https://www.apnews.com/20a8a9abe5ba4efabb14b6b87d628cb7,https://www.motherjones.com/politics/2019/03/head-of-asian-gop-group-says-he-wouldnt-rule-out-illegal-foreign-donations-to-trump/",,,,,checked,,,,requires review,"Cindy Yang is a conservative Chinese-American from Florida who, in 2017, began peddling access to Pres. Trump through a company called GY US Investments LLC. Marketing to wealthy Chinese nationals, the company used Trump's Mar-a-Lago resort and fundraising events as staging grounds for introductions and photo opportunities. In March 2019, concerns surfaced that Yang may have illegally funneled foreign money to the Trump Victory re-election committee. "
Jho Low,Unclear,1,,,To Discuss,"@Lynn Walsh  Here's another new conflict. I also set this conflict status to ""unclear,"" since it's only an investigation at this time. LMK if you think it should be otherwis? ",https://www.thisisinsider.com/jho-low-1mdb-trump-donation-justice-department-investigation-2019-3,,,,,checked,,,,requires review,"Jho Low is a Malaysian businessman and fugitive from the United States. He’s thought to be living in China after swindling about $4.5 billion from the Malaysian government through a sovereign wealth fund called 1Malaysia Development Bhd, or 1MDB. The Justice Department reportedly is investigating whether Low illegally funneled $100,000 to Trump Victory, Pres. Trump’s re-election campaign operated in concert with the Republican National Committee, through American investor Larry Davis. Low allegedly gave Davis $1.5 million shortly before Davis made a donation to Trump Victory. It is illegal for political action committees to accept money from foreign nationals, even indirectly. Low has hired several political operatives close to Pres. Trump to represent him in the investigation. "
Samuel Patten,Active,1,,,To Discuss,"@Lynn Walsh  Here's another, but since he was convicted I made his conflict status ""active."" ",https://www.motherjones.com/politics/2018/08/samuel-patten-paul-manafort-foreign-lobbying/,,,,,checked,,,,requires review,"Republican operative Samuel Patten pled guilty in 2018 to illegal foreign lobbying for the same pro-Russian Ukrainian contacts once illegally represented by Paul Manafort. Patten also admittedly funneled $50,000 from a Ukrainian official to Pres. Trump’s inauguration committee. It is illegal for political groups in the U.S. to accept money from foreign nationals. "
Buffalo Bills,Resolved,2,,,,,"https://www.nbcnews.com/politics/donald-trump/new-york-attorney-general-subpoenas-banks-about-trump-projects-n982291,https://www.nbcbayarea.com/news/politics/New-York-Attorney-Probing-Trump-Business-Deals-507038091.html",,,,,checked,,,,,
T-Mobile,Active,2,,,To Discuss,"'@Lynn Walsh  Here's another draft description. I was a little torn by whether this merits its own conflict, because it's not like we can put every OPO customer in the database. But it really is a crystal clear example of the concern, so I went for it. (Also, we already had an earlier news peg in the database, so I tagged that, too.) ","https://www.washingtonpost.com/politics/a-place-i-feel-very-comfortable-t-mobile-executives-seeking-government-approval-for-merger-stayed-at-trumps-hotel-repeatedly/2019/01/15/6a114d3e-142c-11e9-b6ad-9cfd62dbb0a8_story.html?noredirect=on&utm_term=.81d60f58d2a3,https://www.cnn.com/2019/03/12/politics/t-mobile-ceo-democrats/index.html",,,,,checked,,,,requires review,"T-Mobile CEO John Legere has come under criticism for his company’s frequent patronage of the Old Post Office Hotel when he and other executives are in Washington, D.C. As of March 2019, T-Mobile had spent $195,000 at the hotel in the past 11 months, or about 14 percent of its cost for lodging in the capital. T-Mobile and Sprint are seeking government approval from the Justice Department and Federal Communications Commission for their proposed merger. Democratic lawmakers have scolded Legere for creating an optic of trying to curry favor with the president by patronizing his hotel, but Legere says he’s a longtime customer at Trump hotels. "
Sheri Dillon,Active,1,,,Approved,,https://www.nbcnews.com/politics/congress/cummings-seeks-testimony-two-more-trump-attorneys-about-cohen-payments-n981586,,,,,checked,,,,,
Stefan Passantino,Active,1,,,Approved,,https://www.nbcnews.com/politics/congress/cummings-seeks-testimony-two-more-trump-attorneys-about-cohen-payments-n981586,,,,,checked,,,,,
Allen Weisselberg,Active,1,,,Approved,@Lynn Walsh Here's another draft description ... ,https://www.nbcnews.com/politics/congress/cummings-seeks-testimony-two-more-trump-attorneys-about-cohen-payments-n981586,,,,,checked,,,,requires review,"Allen Weisselberg is the Trump family’s longtime accountant and the Trump Organization's chief financial officer. In summer of 2018, federal prosecutors granted Weisselberg immunity for his grand jury testimony about fellow attorney Michael Cohen's hush-money payments to two women who say they had affairs with Pres. Trump before he took office. "
David Pecker,Active,0,,,Approved,,,,,,,,,,,,
Gary Cohn,Active,1,,,Approved,,https://www.cnn.com/2019/03/07/media/house-democrats-att-time-warner-trump/index.html,,,,,checked,,,,,
CNN,Active,1,,,Approved,,https://www.cnn.com/2019/03/07/media/house-democrats-att-time-warner-trump/index.html,,,,,checked,,,,,
Murray Energy,Active,1,,,Approved,@Lynn Walsh Another draft description ... ,https://www.washingtonpost.com/business/economy/trump-officials-acted-on-energy-policies-suggested-by-coal-tycoon-documents-show/2018/06/06/77685792-69ce-11e8-9e38-24e693b38637_story.html?utm_term=.b0db00dc5295,,,,,checked,,,,requires review,"Documents show that Trump administration officials from the Energy Department and Environmental Protection Agency took steps to adopt coal-friendly policies suggested by Murray Energy CEO Robert E. Murray, a major donor to the GOP and Trump campaign. "
Department of Energy,Active,1,,,Approved,,https://www.washingtonpost.com/business/economy/trump-officials-acted-on-energy-policies-suggested-by-coal-tycoon-documents-show/2018/06/06/77685792-69ce-11e8-9e38-24e693b38637_story.html?utm_term=.b0db00dc5295,,,,,checked,,,,,
Environmental Protection Agency (EPA),Active,1,,,Approved,,https://www.washingtonpost.com/business/economy/trump-officials-acted-on-energy-policies-suggested-by-coal-tycoon-documents-show/2018/06/06/77685792-69ce-11e8-9e38-24e693b38637_story.html?utm_term=.b0db00dc5295,,,,,checked,,,,,
Energy Fuels,Active,1,,,Approved,,https://www.washingtonpost.com/business/economy/trump-officials-acted-on-energy-policies-suggested-by-coal-tycoon-documents-show/2018/06/06/77685792-69ce-11e8-9e38-24e693b38637_story.html?utm_term=.b0db00dc5295,,,,,checked,,,,,
Trump Panama,Active,15,Ethics experts say their fear has been realized as Trump faces one of his most consequential conflicts of interest yet: The Panamanian government has pledged to investigate the Trump Organization for resisting eviction from the Trump International Hotel and Tower. That dispute arose after the hotel's majority owner cancelled the Trump Organization's management contract for the hotel.,,Approved,"6/4/2019 HN: I updated the description to reflect the consolidation, and also with the recent news about allegations of tax evasion. @Lynn Walsh Also, I added Ivanka, Jr. & Eric to this friendly-name conflict b/c they are implicated either by name in one or more article (Jr. + Eric), or by association (Ivanka) due to prior position held with the company. 

5/18/2019 HN: I went ahead and consolidated all of the Panama-related friendly names into this one. ","https://www.washingtonpost.com/politics/in-little-moscow-russians-helped-donald-trumps-brand-survive-the-recession/2016/11/04/f9dbd38e-97cf-11e6-bb29-bf2701dbe0a3_story.html?utm_term=.a6cf0ab24f58,https://www.washingtonpost.com/business/economy/a-scramble-to-assess-the-dangers-of-president-elects-global-business-empire/2016/11/20/1bbdc2a2-ad18-11e6-a31b-4b6397e625d0_story.html,http://www.businessinsider.com/trump-organization-panama-hotel-conflict-2018-3,https://www.apnews.com/ce4dbdd4446c4862bb9c483425554c67/Trump-officials-fight-eviction-from-Panama-hotel-they-manage,https://www.mcclatchydc.com/news/nation-world/article192131074.html,https://www.wnycstudios.org/story/trump-inc-pump-trump-panama,https://www.businessinsider.com/how-many-trump-towers-are-there-2019-1,https://www.washingtonpost.com/politics/7-key-questions-about-what-president-trumps-company-faces-in-2019/2019/01/07/ad87c4aa-0d2c-11e9-831f-3aa2c2be4cbd_story.html?utm_term=.58faa63e4d51,https://www.propublica.org/article/trump-companies-accused-tax-evasion-panama,https://www.apnews.com/bcba3f280f5f4ce78cc10a865ca617cb,https://www.cnn.com/2018/02/28/politics/panama-trump-hotel-raid/index.html,https://www.reuters.com/article/us-panama-trump/panama-says-it-wont-intervene-to-help-trump-with-hotel-dispute-idUSKBN1HG382,https://www.latimes.com/world/la-fg-panama-trump-20180226-story.html,https://www.reuters.com/article/us-usa-trump-panama/panamas-president-to-visit-trump-at-white-house-on-june-19-idUSKBN18W2Q1,https://www.pbs.org/newshour/politics/panama-development-saga-offers-insight-trump-business-practices","192,1430,1431,193,435,436,493,492,494,495",checked,,checked,checked,checked,,,requires review,"""Trump Panama"" in this database refers to Donald Trump's known business entities in Panama — collectively known as Trump Ocean Club, or Trump International Hotel and Tower. In 2018, Pres. Trump asked Panamanian President Juan Carlos Verala to intervene on his behalf in the wake of a high-profile scandal that devolved into a physical standoff when Trump business representatives refused to cede control of the property to investors attempting to fire them from their management role. Verala refused, and the scuffle ended with help from armed Panamanian authorities and a judicial ruling that ultimately ousted the Trump team from the property. (Under new management, the development was later renamed JW Marriott Panama.) But the conflict continues: In a 2018 lawsuit brought by the property's majority owner, the president's businesses stand accused of tax evasion, misrepresentation, financial mismanagement or misconduct, and improper destruction of records. A prior lawsuit was settled in 2016 for $75 million."
