fiscalYear,fiscalYearType,appropriationType,account,agency,operatingUnit,category,sector,amount
2007,FY 2007 Actual Base,Base,Development Assistance,USAID and Department of State,Jamaica,Program Management,Monitoring and Evaluation,585000
2007,FY 2007 Actual Base,Base,Development Assistance,USAID and Department of State,Kenya,"Democracy, Human Rights, and Governance",Good Governance,1118000
2007,FY 2007 Actual Base,Base,Development Assistance,USAID and Department of State,Kenya,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,1393000
2007,FY 2007 Actual Base,Base,Development Assistance,USAID and Department of State,Kenya,Economic Development,Agriculture,8425000
2007,FY 2007 Actual Base,Base,Development Assistance,USAID and Department of State,Kenya,Economic Development,Economic Opportunity,1211000
2007,FY 2007 Actual Base,Base,Development Assistance,USAID and Department of State,Kenya,Economic Development,Private Sector Competitiveness,250000
2007,FY 2007 Actual Base,Base,Development Assistance,USAID and Department of State,Kenya,Education and Social Services,Basic Education,6000000
2007,FY 2007 Actual Base,Base,Development Assistance,USAID and Department of State,Kenya,Environment,Environment,3500000
2007,FY 2007 Actual Base,Base,Development Assistance,USAID and Department of State,Kenya,Health,Water Supply and Sanitation,900000
2007,FY 2007 Actual Base,Base,Development Assistance,USAID and Department of State,Kenya,Humanitarian Assistance,Disaster Readiness,100000
2007,FY 2007 Actual Base,Base,Development Assistance,USAID and Department of State,Kenya,Peace and Security,Conflict Mitigation and Reconciliation,430000
2007,FY 2007 Actual Base,Base,Development Assistance,USAID and Department of State,Latin America and Caribbean Regional Office (USAID),"Democracy, Human Rights, and Governance",Civil Society,1225000
2007,FY 2007 Actual Base,Base,Development Assistance,USAID and Department of State,Latin America and Caribbean Regional Office (USAID),"Democracy, Human Rights, and Governance",Good Governance,101000
2007,FY 2007 Actual Base,Base,Development Assistance,USAID and Department of State,Latin America and Caribbean Regional Office (USAID),"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,300000
2007,FY 2007 Actual Base,Base,Development Assistance,USAID and Department of State,Latin America and Caribbean Regional Office (USAID),"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,700000
2007,FY 2007 Actual Base,Base,Development Assistance,USAID and Department of State,Latin America and Caribbean Regional Office (USAID),Economic Development,Trade and Investment,6593000
2007,FY 2007 Actual Base,Base,Development Assistance,USAID and Department of State,Latin America and Caribbean Regional Office (USAID),Education and Social Services,Basic Education,8942000
2007,FY 2007 Actual Base,Base,Development Assistance,USAID and Department of State,Latin America and Caribbean Regional Office (USAID),Education and Social Services,Higher Education,1270000
2007,FY 2007 Actual Base,Base,Development Assistance,USAID and Department of State,Latin America and Caribbean Regional Office (USAID),Environment,Environment,11359000
2007,FY 2007 Actual Base,Base,Development Assistance,USAID and Department of State,Latin America and Caribbean Regional Office (USAID),Program Management,Monitoring and Evaluation,141000
2007,FY 2007 Actual Base,Base,Development Assistance,USAID and Department of State,Liberia,"Democracy, Human Rights, and Governance",Civil Society,2600000
2007,FY 2007 Actual Base,Base,Development Assistance,USAID and Department of State,Liberia,"Democracy, Human Rights, and Governance",Good Governance,1000000
2007,FY 2007 Actual Base,Base,Development Assistance,USAID and Department of State,Liberia,"Democracy, Human Rights, and Governance",Rule of Law and Human Rights,1447000
2007,FY 2007 Actual Base,Base,Development Assistance,USAID and Department of State,Liberia,Economic Development,Agriculture,7504000
2007,FY 2007 Actual Base,Base,Development Assistance,USAID and Department of State,Liberia,Economic Development,Economic Opportunity,3650000
2007,FY 2007 Actual Base,Base,Development Assistance,USAID and Department of State,Liberia,Economic Development,Infrastructure,1256000
2007,FY 2007 Actual Base,Base,Development Assistance,USAID and Department of State,Liberia,Education and Social Services,Basic Education,10042000
2007,FY 2007 Actual Base,Base,Development Assistance,USAID and Department of State,Liberia,Environment,Environment,3000000
2007,FY 2007 Actual Base,Base,Development Assistance,USAID and Department of State,Madagascar,"Democracy, Human Rights, and Governance",Good Governance,400000
2007,FY 2007 Actual Base,Base,Development Assistance,USAID and Department of State,Madagascar,Economic Development,Agriculture,729000
2007,FY 2007 Actual Base,Base,Development Assistance,USAID and Department of State,Madagascar,Environment,Environment,7000000
2007,FY 2007 Actual Base,Base,Development Assistance,USAID and Department of State,Madagascar,Health,Water Supply and Sanitation,900000
2007,FY 2007 Actual Base,Base,Development Assistance,USAID and Department of State,Malawi,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,500000
2007,FY 2007 Actual Base,Base,Development Assistance,USAID and Department of State,Malawi,Economic Development,Agriculture,3098000
2007,FY 2007 Actual Base,Base,Development Assistance,USAID and Department of State,Malawi,Economic Development,Economic Opportunity,1360000
2007,FY 2007 Actual Base,Base,Development Assistance,USAID and Department of State,Malawi,Education and Social Services,Basic Education,3223000
2007,FY 2007 Actual Base,Base,Development Assistance,USAID and Department of State,Malawi,Environment,Environment,1715000
2007,FY 2007 Actual Base,Base,Development Assistance,USAID and Department of State,Malawi,Humanitarian Assistance,Disaster Readiness,298000
2007,FY 2007 Actual Base,Base,Development Assistance,USAID and Department of State,Malawi,Program Management,Monitoring and Evaluation,272000
2007,FY 2007 Actual Base,Base,Development Assistance,USAID and Department of State,Mali,"Democracy, Human Rights, and Governance",Civil Society,148000
2007,FY 2007 Actual Base,Base,Development Assistance,USAID and Department of State,Mali,"Democracy, Human Rights, and Governance",Good Governance,1748000
2007,FY 2007 Actual Base,Base,Development Assistance,USAID and Department of State,Mali,Economic Development,Agriculture,4700000
2007,FY 2007 Actual Base,Base,Development Assistance,USAID and Department of State,Mali,Economic Development,Financial Sector,668000
2007,FY 2007 Actual Base,Base,Development Assistance,USAID and Department of State,Mali,Economic Development,Trade and Investment,668000
2007,FY 2007 Actual Base,Base,Development Assistance,USAID and Department of State,Mali,Education and Social Services,Basic Education,9000000
2007,FY 2007 Actual Base,Base,Development Assistance,USAID and Department of State,Mali,Environment,Environment,2000000
2007,FY 2007 Actual Base,Base,Development Assistance,USAID and Department of State,Mexico,"Democracy, Human Rights, and Governance",Good Governance,1000000
2007,FY 2007 Actual Base,Base,Development Assistance,USAID and Department of State,Mexico,"Democracy, Human Rights, and Governance",Political Competition and Consensus-Building,800000
2007,FY 2007 Actual Base,Base,Development Assistance,USAID and Department of State,Mexico,Economic Development,Economic Opportunity,3100000
2007,FY 2007 Actual Base,Base,Development Assistance,USAID and Department of State,Mexico,Economic Development,Infrastructure,150000
2007,FY 2007 Actual Base,Base,Development Assistance,USAID and Department of State,Mexico,Economic Development,Private Sector Competitiveness,1726000
2007,FY 2007 Actual Base,Base,Development Assistance,USAID and Department of State,Mexico,Education and Social Services,Basic Education,463000
2007,FY 2007 Actual Base,Base,Development Assistance,USAID and Department of State,Mexico,Environment,Environment,4943000
2007,FY 2007 Actual Base,Base,Development Assistance,USAID and Department of State,Mexico,Humanitarian Assistance,Disaster Readiness,100000
2007,FY 2007 Actual Base,Base,Development Assistance,USAID and Department of State,Middle East Regional Office (USAID),"Democracy, Human Rights, and Governance",Good Governance,660000
2007,FY 2007 Actual Base,Base,Development Assistance,USAID and Department of State,Middle East Regional Office (USAID),Health,Water Supply and Sanitation,1000000
2007,FY 2007 Actual Base,Base,Development Assistance,USAID and Department of State,Middle East Regional Office (USAID),Peace and Security,Counterterrorism,3925000
2007,FY 2007 Actual Base,Base,Development Assistance,USAID and Department of State,Morocco,Economic Development,Agriculture,1769000
2007,FY 2007 Actual Base,Base,Development Assistance,USAID and Department of State,Morocco,Economic Development,Private Sector Competitiveness,656000
2007,FY 2007 Actual Base,Base,Development Assistance,USAID and Department of State,Morocco,Economic Development,Trade and Investment,197000
2007,FY 2007 Actual Base,Base,Development Assistance,USAID and Department of State,Morocco,Education and Social Services,Basic Education,2655000
2007,FY 2007 Actual Base,Base,Development Assistance,USAID and Department of State,Morocco,Program Management,Monitoring and Evaluation,123000
2007,FY 2007 Actual Base,Base,Development Assistance,USAID and Department of State,Mozambique,"Democracy, Human Rights, and Governance",Good Governance,1052000
2007,FY 2007 Actual Base,Base,Development Assistance,USAID and Department of State,Mozambique,Economic Development,Agriculture,5838000
2007,FY 2007 Actual Base,Base,Development Assistance,USAID and Department of State,Mozambique,Economic Development,Financial Sector,100000
2007,FY 2007 Actual Base,Base,Development Assistance,USAID and Department of State,Mozambique,Economic Development,Infrastructure,663000
2007,FY 2007 Actual Base,Base,Development Assistance,USAID and Department of State,Mozambique,Economic Development,Private Sector Competitiveness,800000
2007,FY 2007 Actual Base,Base,Development Assistance,USAID and Department of State,Mozambique,Economic Development,Trade and Investment,1761000
2007,FY 2007 Actual Base,Base,Development Assistance,USAID and Department of State,Mozambique,Environment,Environment,3898000
2007,FY 2007 Actual Base,Base,Development Assistance,USAID and Department of State,Mozambique,Health,Water Supply and Sanitation,800000
2007,FY 2007 Actual Base,Base,Development Assistance,USAID and Department of State,Mozambique,Humanitarian Assistance,Disaster Readiness,200000
2007,FY 2007 Actual Base,Base,Development Assistance,USAID and Department of State,Mozambique,Program Management,Monitoring and Evaluation,490000
2007,FY 2007 Actual Base,Base,Development Assistance,USAID and Department of State,Namibia,"Democracy, Human Rights, and Governance",Civil Society,465000
2007,FY 2007 Actual Base,Base,Development Assistance,USAID and Department of State,Namibia,"Democracy, Human Rights, and Governance",Good Governance,310000
